[2020-11-11T11:56:41] __main__ || DEBUG || 1
[2020-11-11T11:56:41] __main__ || INFO || 501-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 502
[2020-11-11T11:56:41] __main__ || DEBUG || 503
[2020-11-11T11:56:41] __main__ || INFO || 504-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 505-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 506
[2020-11-11T11:56:41] __main__ || INFO || 507-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 508
[2020-11-11T11:56:41] __main__ || DEBUG || 509
[2020-11-11T11:56:41] __main__ || DEBUG || 511
[2020-11-11T11:56:41] __main__ || DEBUG || 512
[2020-11-11T11:56:41] __main__ || INFO || 513-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 514
[2020-11-11T11:56:41] __main__ || WARNING || 515-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 516-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 517
[2020-11-11T11:56:41] __main__ || DEBUG || 518
[2020-11-11T11:56:41] __main__ || INFO || 519-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 520-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 521
[2020-11-11T11:56:41] __main__ || INFO || 522-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 523
[2020-11-11T11:56:41] __main__ || DEBUG || 524
[2020-11-11T11:56:41] __main__ || DEBUG || 526
[2020-11-11T11:56:41] __main__ || DEBUG || 527
[2020-11-11T11:56:41] __main__ || INFO || 528-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 529
[2020-11-11T11:56:41] __main__ || WARNING || 530-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 531-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 532
[2020-11-11T11:56:41] __main__ || DEBUG || 533
[2020-11-11T11:56:41] __main__ || INFO || 534-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 535-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 536
[2020-11-11T11:56:41] __main__ || INFO || 537-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 538
[2020-11-11T11:56:41] __main__ || DEBUG || 539
[2020-11-11T11:56:41] __main__ || DEBUG || 541
[2020-11-11T11:56:41] __main__ || DEBUG || 542
[2020-11-11T11:56:41] __main__ || INFO || 543-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 544
[2020-11-11T11:56:41] __main__ || WARNING || 545-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 546-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 547
[2020-11-11T11:56:41] __main__ || DEBUG || 548
[2020-11-11T11:56:41] __main__ || INFO || 549-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 550-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 551
[2020-11-11T11:56:41] __main__ || INFO || 552-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 553
[2020-11-11T11:56:41] __main__ || DEBUG || 554
[2020-11-11T11:56:41] __main__ || DEBUG || 556
[2020-11-11T11:56:41] __main__ || DEBUG || 557
[2020-11-11T11:56:41] __main__ || INFO || 558-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 559
[2020-11-11T11:56:41] __main__ || WARNING || 560-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 561-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 562
[2020-11-11T11:56:41] __main__ || DEBUG || 563
[2020-11-11T11:56:41] __main__ || INFO || 564-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 565-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 566
[2020-11-11T11:56:41] __main__ || INFO || 567-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 568
[2020-11-11T11:56:41] __main__ || DEBUG || 569
[2020-11-11T11:56:41] __main__ || DEBUG || 571
[2020-11-11T11:56:41] __main__ || DEBUG || 572
[2020-11-11T11:56:41] __main__ || INFO || 573-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 574
[2020-11-11T11:56:41] __main__ || WARNING || 575-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 576-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 577
[2020-11-11T11:56:41] __main__ || DEBUG || 578
[2020-11-11T11:56:41] __main__ || INFO || 579-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 580-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 581
[2020-11-11T11:56:41] __main__ || INFO || 582-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 583
[2020-11-11T11:56:41] __main__ || DEBUG || 584
[2020-11-11T11:56:41] __main__ || DEBUG || 586
[2020-11-11T11:56:41] __main__ || DEBUG || 587
[2020-11-11T11:56:41] __main__ || INFO || 588-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 589
[2020-11-11T11:56:41] __main__ || WARNING || 590-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 591-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 592
[2020-11-11T11:56:41] __main__ || DEBUG || 593
[2020-11-11T11:56:41] __main__ || INFO || 594-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 595-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 596
[2020-11-11T11:56:41] __main__ || INFO || 597-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 598
[2020-11-11T11:56:41] __main__ || DEBUG || 599
[2020-11-11T11:56:41] __main__ || DEBUG || 601
[2020-11-11T11:56:41] __main__ || DEBUG || 602
[2020-11-11T11:56:41] __main__ || INFO || 603-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 604
[2020-11-11T11:56:41] __main__ || WARNING || 605-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 606-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 607
[2020-11-11T11:56:41] __main__ || DEBUG || 608
[2020-11-11T11:56:41] __main__ || INFO || 609-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 610-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 611
[2020-11-11T11:56:41] __main__ || INFO || 612-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 613
[2020-11-11T11:56:41] __main__ || DEBUG || 614
[2020-11-11T11:56:41] __main__ || DEBUG || 616
[2020-11-11T11:56:41] __main__ || DEBUG || 617
[2020-11-11T11:56:41] __main__ || INFO || 618-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 619
[2020-11-11T11:56:41] __main__ || WARNING || 620-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 621-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 622
[2020-11-11T11:56:41] __main__ || DEBUG || 623
[2020-11-11T11:56:41] __main__ || INFO || 624-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 625-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 626
[2020-11-11T11:56:41] __main__ || INFO || 627-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 628
[2020-11-11T11:56:41] __main__ || DEBUG || 629
[2020-11-11T11:56:41] __main__ || DEBUG || 631
[2020-11-11T11:56:41] __main__ || DEBUG || 632
[2020-11-11T11:56:41] __main__ || INFO || 633-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 634
[2020-11-11T11:56:41] __main__ || WARNING || 635-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 636-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 637
[2020-11-11T11:56:41] __main__ || DEBUG || 638
[2020-11-11T11:56:41] __main__ || INFO || 639-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 640-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 641
[2020-11-11T11:56:41] __main__ || INFO || 642-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 643
[2020-11-11T11:56:41] __main__ || DEBUG || 644
[2020-11-11T11:56:41] __main__ || DEBUG || 646
[2020-11-11T11:56:41] __main__ || DEBUG || 647
[2020-11-11T11:56:41] __main__ || INFO || 648-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 649
[2020-11-11T11:56:41] __main__ || WARNING || 650-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 651-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 652
[2020-11-11T11:56:41] __main__ || DEBUG || 653
[2020-11-11T11:56:41] __main__ || INFO || 654-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 655-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 656
[2020-11-11T11:56:41] __main__ || INFO || 657-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 658
[2020-11-11T11:56:41] __main__ || DEBUG || 659
[2020-11-11T11:56:41] __main__ || DEBUG || 661
[2020-11-11T11:56:41] __main__ || DEBUG || 662
[2020-11-11T11:56:41] __main__ || INFO || 663-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 664
[2020-11-11T11:56:41] __main__ || WARNING || 665-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 666-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 667
[2020-11-11T11:56:41] __main__ || DEBUG || 668
[2020-11-11T11:56:41] __main__ || INFO || 669-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 670-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 671
[2020-11-11T11:56:41] __main__ || INFO || 672-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 673
[2020-11-11T11:56:41] __main__ || DEBUG || 674
[2020-11-11T11:56:41] __main__ || DEBUG || 676
[2020-11-11T11:56:41] __main__ || DEBUG || 677
[2020-11-11T11:56:41] __main__ || INFO || 678-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 679
[2020-11-11T11:56:41] __main__ || WARNING || 680-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 681-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 682
[2020-11-11T11:56:41] __main__ || DEBUG || 683
[2020-11-11T11:56:41] __main__ || INFO || 684-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 685-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 686
[2020-11-11T11:56:41] __main__ || INFO || 687-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 688
[2020-11-11T11:56:41] __main__ || DEBUG || 689
[2020-11-11T11:56:41] __main__ || DEBUG || 691
[2020-11-11T11:56:41] __main__ || DEBUG || 692
[2020-11-11T11:56:41] __main__ || INFO || 693-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 694
[2020-11-11T11:56:41] __main__ || WARNING || 695-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 696-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 697
[2020-11-11T11:56:41] __main__ || DEBUG || 698
[2020-11-11T11:56:41] __main__ || INFO || 699-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 700-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 701
[2020-11-11T11:56:41] __main__ || INFO || 702-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 703
[2020-11-11T11:56:41] __main__ || DEBUG || 704
[2020-11-11T11:56:41] __main__ || DEBUG || 706
[2020-11-11T11:56:41] __main__ || DEBUG || 707
[2020-11-11T11:56:41] __main__ || INFO || 708-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 709
[2020-11-11T11:56:41] __main__ || WARNING || 710-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 711-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 712
[2020-11-11T11:56:41] __main__ || DEBUG || 713
[2020-11-11T11:56:41] __main__ || INFO || 714-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 715-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 716
[2020-11-11T11:56:41] __main__ || INFO || 717-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 718
[2020-11-11T11:56:41] __main__ || DEBUG || 719
[2020-11-11T11:56:41] __main__ || DEBUG || 721
[2020-11-11T11:56:41] __main__ || DEBUG || 722
[2020-11-11T11:56:41] __main__ || INFO || 723-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 724
[2020-11-11T11:56:41] __main__ || WARNING || 725-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 726-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 727
[2020-11-11T11:56:41] __main__ || DEBUG || 728
[2020-11-11T11:56:41] __main__ || INFO || 729-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 730-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 731
[2020-11-11T11:56:41] __main__ || INFO || 732-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 733
[2020-11-11T11:56:41] __main__ || DEBUG || 734
[2020-11-11T11:56:41] __main__ || DEBUG || 736
[2020-11-11T11:56:41] __main__ || DEBUG || 737
[2020-11-11T11:56:41] __main__ || INFO || 738-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 739
[2020-11-11T11:56:41] __main__ || WARNING || 740-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 741-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 742
[2020-11-11T11:56:41] __main__ || DEBUG || 743
[2020-11-11T11:56:41] __main__ || INFO || 744-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 745-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 746
[2020-11-11T11:56:41] __main__ || INFO || 747-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 748
[2020-11-11T11:56:41] __main__ || DEBUG || 749
[2020-11-11T11:56:41] __main__ || DEBUG || 751
[2020-11-11T11:56:41] __main__ || DEBUG || 752
[2020-11-11T11:56:41] __main__ || INFO || 753-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 754
[2020-11-11T11:56:41] __main__ || WARNING || 755-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 756-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 757
[2020-11-11T11:56:41] __main__ || DEBUG || 758
[2020-11-11T11:56:41] __main__ || INFO || 759-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 760-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 761
[2020-11-11T11:56:41] __main__ || INFO || 762-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 763
[2020-11-11T11:56:41] __main__ || DEBUG || 764
[2020-11-11T11:56:41] __main__ || DEBUG || 766
[2020-11-11T11:56:41] __main__ || DEBUG || 767
[2020-11-11T11:56:41] __main__ || INFO || 768-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 769
[2020-11-11T11:56:41] __main__ || WARNING || 770-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 771-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 772
[2020-11-11T11:56:41] __main__ || DEBUG || 773
[2020-11-11T11:56:41] __main__ || INFO || 774-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 775-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 776
[2020-11-11T11:56:41] __main__ || INFO || 777-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 778
[2020-11-11T11:56:41] __main__ || DEBUG || 779
[2020-11-11T11:56:41] __main__ || DEBUG || 781
[2020-11-11T11:56:41] __main__ || DEBUG || 782
[2020-11-11T11:56:41] __main__ || INFO || 783-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 784
[2020-11-11T11:56:41] __main__ || WARNING || 785-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 786-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 787
[2020-11-11T11:56:41] __main__ || DEBUG || 788
[2020-11-11T11:56:41] __main__ || INFO || 789-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 790-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 791
[2020-11-11T11:56:41] __main__ || INFO || 792-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 793
[2020-11-11T11:56:41] __main__ || DEBUG || 794
[2020-11-11T11:56:41] __main__ || DEBUG || 796
[2020-11-11T11:56:41] __main__ || DEBUG || 797
[2020-11-11T11:56:41] __main__ || INFO || 798-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 799
[2020-11-11T11:56:41] __main__ || WARNING || 800-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 801-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 802
[2020-11-11T11:56:41] __main__ || DEBUG || 803
[2020-11-11T11:56:41] __main__ || INFO || 804-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 805-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 806
[2020-11-11T11:56:41] __main__ || INFO || 807-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 808
[2020-11-11T11:56:41] __main__ || DEBUG || 809
[2020-11-11T11:56:41] __main__ || DEBUG || 811
[2020-11-11T11:56:41] __main__ || DEBUG || 812
[2020-11-11T11:56:41] __main__ || INFO || 813-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 814
[2020-11-11T11:56:41] __main__ || WARNING || 815-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 816-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 817
[2020-11-11T11:56:41] __main__ || DEBUG || 818
[2020-11-11T11:56:41] __main__ || INFO || 819-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 820-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 821
[2020-11-11T11:56:41] __main__ || INFO || 822-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 823
[2020-11-11T11:56:41] __main__ || DEBUG || 824
[2020-11-11T11:56:41] __main__ || DEBUG || 826
[2020-11-11T11:56:41] __main__ || DEBUG || 827
[2020-11-11T11:56:41] __main__ || INFO || 828-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 829
[2020-11-11T11:56:41] __main__ || WARNING || 830-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 831-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 832
[2020-11-11T11:56:41] __main__ || DEBUG || 833
[2020-11-11T11:56:41] __main__ || INFO || 834-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 835-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 836
[2020-11-11T11:56:41] __main__ || INFO || 837-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 838
[2020-11-11T11:56:41] __main__ || DEBUG || 839
[2020-11-11T11:56:41] __main__ || DEBUG || 841
[2020-11-11T11:56:41] __main__ || DEBUG || 842
[2020-11-11T11:56:41] __main__ || INFO || 843-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 844
[2020-11-11T11:56:41] __main__ || WARNING || 845-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 846-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 847
[2020-11-11T11:56:41] __main__ || DEBUG || 848
[2020-11-11T11:56:41] __main__ || INFO || 849-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 850-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 851
[2020-11-11T11:56:41] __main__ || INFO || 852-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 853
[2020-11-11T11:56:41] __main__ || DEBUG || 854
[2020-11-11T11:56:41] __main__ || DEBUG || 856
[2020-11-11T11:56:41] __main__ || DEBUG || 857
[2020-11-11T11:56:41] __main__ || INFO || 858-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 859
[2020-11-11T11:56:41] __main__ || WARNING || 860-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 861-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 862
[2020-11-11T11:56:41] __main__ || DEBUG || 863
[2020-11-11T11:56:41] __main__ || INFO || 864-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 865-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 866
[2020-11-11T11:56:41] __main__ || INFO || 867-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 868
[2020-11-11T11:56:41] __main__ || DEBUG || 869
[2020-11-11T11:56:41] __main__ || DEBUG || 871
[2020-11-11T11:56:41] __main__ || DEBUG || 872
[2020-11-11T11:56:41] __main__ || INFO || 873-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 874
[2020-11-11T11:56:41] __main__ || WARNING || 875-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 876-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 877
[2020-11-11T11:56:41] __main__ || DEBUG || 878
[2020-11-11T11:56:41] __main__ || INFO || 879-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 880-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 881
[2020-11-11T11:56:41] __main__ || INFO || 882-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 883
[2020-11-11T11:56:41] __main__ || DEBUG || 884
[2020-11-11T11:56:41] __main__ || DEBUG || 886
[2020-11-11T11:56:41] __main__ || DEBUG || 887
[2020-11-11T11:56:41] __main__ || INFO || 888-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 889
[2020-11-11T11:56:41] __main__ || WARNING || 890-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 891-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 892
[2020-11-11T11:56:41] __main__ || DEBUG || 893
[2020-11-11T11:56:41] __main__ || INFO || 894-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 895-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 896
[2020-11-11T11:56:41] __main__ || INFO || 897-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 898
[2020-11-11T11:56:41] __main__ || DEBUG || 899
[2020-11-11T11:56:41] __main__ || DEBUG || 901
[2020-11-11T11:56:41] __main__ || DEBUG || 902
[2020-11-11T11:56:41] __main__ || INFO || 903-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 904
[2020-11-11T11:56:41] __main__ || WARNING || 905-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 906-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 907
[2020-11-11T11:56:41] __main__ || DEBUG || 908
[2020-11-11T11:56:41] __main__ || INFO || 909-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 910-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 911
[2020-11-11T11:56:41] __main__ || INFO || 912-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 913
[2020-11-11T11:56:41] __main__ || DEBUG || 914
[2020-11-11T11:56:41] __main__ || DEBUG || 916
[2020-11-11T11:56:41] __main__ || DEBUG || 917
[2020-11-11T11:56:41] __main__ || INFO || 918-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 919
[2020-11-11T11:56:41] __main__ || WARNING || 920-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 921-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 922
[2020-11-11T11:56:41] __main__ || DEBUG || 923
[2020-11-11T11:56:41] __main__ || INFO || 924-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 925-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 926
[2020-11-11T11:56:41] __main__ || INFO || 927-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 928
[2020-11-11T11:56:41] __main__ || DEBUG || 929
[2020-11-11T11:56:41] __main__ || DEBUG || 931
[2020-11-11T11:56:41] __main__ || DEBUG || 932
[2020-11-11T11:56:41] __main__ || INFO || 933-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 934
[2020-11-11T11:56:41] __main__ || WARNING || 935-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 936-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 937
[2020-11-11T11:56:41] __main__ || DEBUG || 938
[2020-11-11T11:56:41] __main__ || INFO || 939-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 940-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 941
[2020-11-11T11:56:41] __main__ || INFO || 942-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 943
[2020-11-11T11:56:41] __main__ || DEBUG || 944
[2020-11-11T11:56:41] __main__ || DEBUG || 946
[2020-11-11T11:56:41] __main__ || DEBUG || 947
[2020-11-11T11:56:41] __main__ || INFO || 948-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 949
[2020-11-11T11:56:41] __main__ || WARNING || 950-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 951-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 952
[2020-11-11T11:56:41] __main__ || DEBUG || 953
[2020-11-11T11:56:41] __main__ || INFO || 954-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 955-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 956
[2020-11-11T11:56:41] __main__ || INFO || 957-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 958
[2020-11-11T11:56:41] __main__ || DEBUG || 959
[2020-11-11T11:56:41] __main__ || DEBUG || 961
[2020-11-11T11:56:41] __main__ || DEBUG || 962
[2020-11-11T11:56:41] __main__ || INFO || 963-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 964
[2020-11-11T11:56:41] __main__ || WARNING || 965-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 966-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 967
[2020-11-11T11:56:41] __main__ || DEBUG || 968
[2020-11-11T11:56:41] __main__ || INFO || 969-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 970-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 971
[2020-11-11T11:56:41] __main__ || INFO || 972-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 973
[2020-11-11T11:56:41] __main__ || DEBUG || 974
[2020-11-11T11:56:41] __main__ || DEBUG || 976
[2020-11-11T11:56:41] __main__ || DEBUG || 977
[2020-11-11T11:56:41] __main__ || INFO || 978-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 979
[2020-11-11T11:56:41] __main__ || WARNING || 980-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 981-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 982
[2020-11-11T11:56:41] __main__ || DEBUG || 983
[2020-11-11T11:56:41] __main__ || INFO || 984-FIZZ
[2020-11-11T11:56:41] __main__ || WARNING || 985-BUZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 986
[2020-11-11T11:56:41] __main__ || INFO || 987-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 988
[2020-11-11T11:56:41] __main__ || DEBUG || 989
[2020-11-11T11:56:41] __main__ || DEBUG || 991
[2020-11-11T11:56:41] __main__ || DEBUG || 992
[2020-11-11T11:56:41] __main__ || INFO || 993-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 994
[2020-11-11T11:56:41] __main__ || WARNING || 995-BUZZ
[2020-11-11T11:56:41] __main__ || INFO || 996-FIZZ
[2020-11-11T11:56:41] __main__ || DEBUG || 997
[2020-11-11T11:56:41] __main__ || DEBUG || 998
[2020-11-11T11:56:41] __main__ || INFO || 999-FIZZ
[2020-11-11T11:56:41] __main__ || ERROR || EVERYTHING WORKED...
